,Ticker,name,logo
295,FPNI,PT Lotte Chemical Titan Tbk.,https://s3.goapi.id/logo/FPNI.jpg
296,FREN,PT Smartfren Telecom Tbk,https://s3.goapi.id/logo/FREN.jpg
297,FUJI,PT Fuji Finance Indonesia Tbk.,https://s3.goapi.id/logo/FUJI.jpg
298,FUTR,PT Lini Imaji Kreasi Ekosistem Tbk,https://s3.goapi.id/logo/FUTR.jpg
299,FWCT,PT Wijaya Cahaya Timber Tbk,https://s3.goapi.id/logo/FWCT.jpg
300,GAMA,Aksara Global Development Tbk,https://s3.goapi.id/logo/GAMA.jpg
301,GDST,Gunawan Dianjaya Steel Tbk,https://s3.goapi.id/logo/GDST.jpg
302,GDYR,Goodyear Indonesia Tbk,https://s3.goapi.id/logo/GDYR.jpg
303,GEMA,Gema Grahasarana Tbk,https://s3.goapi.id/logo/GEMA.jpg
304,GEMS,Golden Energy Mines Tbk,https://s3.goapi.id/logo/GEMS.jpg
305,GGRM,Gudang Garam Tbk,https://s3.goapi.id/logo/GGRM.jpg
306,GGRP,PT Gunung Raja Paksi Tbk.,https://s3.goapi.id/logo/GGRP.jpg
307,GGST,PT Great Golden Star Tbk,https://s3.goapi.id/logo/GGST.jpg
308,GHON,PT Gihon Telekomunikasi Indonesia Tbk,https://s3.goapi.id/logo/GHON.jpg
309,GIAA,Garuda Indonesia (Persero) Tbk,https://s3.goapi.id/logo/GIAA.jpg
310,GJTL,Gajah Tunggal Tbk,https://s3.goapi.id/logo/GJTL.jpg
311,GLOB,PT Globe Kita Terang Tbk,https://s3.goapi.id/logo/GLOB.jpg
312,GLVA,PT Galva Technologies Tbk,https://s3.goapi.id/logo/GLVA.jpg
313,GMFI,PT Garuda Maintenance Facility Aero Asia Tbk.,https://s3.goapi.id/logo/GMFI.jpg
314,GMTD,Gowa Makassar Tourism Development Tbk,https://s3.goapi.id/logo/GMTD.jpg
315,GOLD,PT Visi Telekomunikasi Infrastruktur Tbk.,https://s3.goapi.id/logo/GOLD.jpg
316,GOLL,PT Golden Plantation Tbk,https://s3.goapi.id/logo/GOLL.jpg
317,GOOD,PT Garudafood Putra Putri Jaya Tbk.,https://s3.goapi.id/logo/GOOD.jpg
318,GOTO,PT GoTo Gojek Tokopedia Tbk,https://s3.goapi.id/logo/GOTO.jpg
319,GPRA,Perdana Gapura Prima Tbk,https://s3.goapi.id/logo/GPRA.jpg
320,GPSO,PT Geoprima Solusi Tbk,https://s3.goapi.id/logo/GPSO.jpg
321,GREN,Evergreen Invesco Tbk,https://s3.goapi.id/logo/GREN.jpg
322,GRHA,PT GRHA SATU ENAM LIMA TBK,https://s3.goapi.id/logo/GRHA.jpg
323,GSMF,Equity Development Investment Tbk,https://s3.goapi.id/logo/GSMF.jpg
324,GTBO,Garda Tujuh Buana Tbk,https://s3.goapi.id/logo/GTBO.jpg
325,GTSI,PT GTS Internasional Tbk,https://s3.goapi.id/logo/GTSI.jpg
326,GULA,PT Aman Agrindo Tbk,https://s3.goapi.id/logo/GULA.jpg
327,GWSA,PT Greenwood Sejahtera Tbk,https://s3.goapi.id/logo/GWSA.jpg
328,GZCO,Gozco Plantations Tbk,https://s3.goapi.id/logo/GZCO.jpg
329,HADE,PT Himalaya Energi Perkasa Tbk,https://s3.goapi.id/logo/HADE.jpg
330,HAIS,PT Hasnur Internasional Shipping Tbk,https://s3.goapi.id/logo/HAIS.jpg
331,HALO,PT Haloni Jane Tbk,https://s3.goapi.id/logo/HALO.jpg
332,HATM,PT Habco Trans Maritima Tbk,https://s3.goapi.id/logo/HATM.jpg
333,HDFA,Radana Bhaskara Finance Tbk,https://s3.goapi.id/logo/HDFA.jpg
334,HDIT,PT Hensel Davest Indonesia Tbk,https://s3.goapi.id/logo/HDIT.jpg
335,HDTX,Panasia Indo Resources Tbk,https://s3.goapi.id/logo/HDTX.jpg
336,HEAL,PT Medikaloka Hermina Tbk.,https://s3.goapi.id/logo/HEAL.jpg
337,HELI,PT Jaya Trishindo Tbk,https://s3.goapi.id/logo/HELI.jpg
338,HERO,Hero Supermarket Tbk,https://s3.goapi.id/logo/HERO.jpg
339,HEXA,Hexindo Adiperkasa Tbk,https://s3.goapi.id/logo/HEXA.jpg
340,HILL,PT Hillcon Tbk,https://s3.goapi.id/logo/HILL.jpg
341,HITS,Humpuss Intermoda Transportasi Tbk,https://s3.goapi.id/logo/HITS.jpg
342,HKMU,PT HK Metals Utama Tbk,https://s3.goapi.id/logo/HKMU.jpg
343,HMSP,HM Sampoerna Tbk,https://s3.goapi.id/logo/HMSP.jpg
344,HOKI,PT Buyung Poetra Sembada Tbk.,https://s3.goapi.id/logo/HOKI.jpg
345,HOME,Hotel Mandarine Regency Tbk,https://s3.goapi.id/logo/HOME.jpg
346,HOMI,PT Grand House Mulia Tbk,https://s3.goapi.id/logo/HOMI.jpg
347,HOPE,PT Harapan Duta Pertiwi Tbk.,https://s3.goapi.id/logo/HOPE.jpg
348,HOTL,Saraswati Griya Lestari Tbk,https://s3.goapi.id/logo/HOTL.jpg
349,HRME,PT Menteng Heritage Realty Tbk.,https://s3.goapi.id/logo/HRME.jpg
350,HRTA,PT Hartadinata Abadi Tbk,https://s3.goapi.id/logo/HRTA.jpg
351,HRUM,Harum Energy Tbk,https://s3.goapi.id/logo/HRUM.jpg
352,IATA,PT MNC Energy Investments Tbk,https://s3.goapi.id/logo/IATA.jpg
353,IBFN,PT Intan Baru Prana Tbk,https://s3.goapi.id/logo/IBFN.jpg
354,IBOS,PT Indo Boga Sukses Tbk,https://s3.goapi.id/logo/IBOS.jpg
355,IBST,Inti Bangun Sejahtera Tbk,https://s3.goapi.id/logo/IBST.jpg
356,ICBP,Indofood CBP Sukses Makmur Tbk,https://s3.goapi.id/logo/ICBP.jpg
357,ICON,Island Concepts Indonesia Tbk,https://s3.goapi.id/logo/ICON.jpg
358,IDEA,PT Idea Indonesia Akademi Tbk,https://s3.goapi.id/logo/IDEA.jpg
359,IDPR,PT Indonesia Pondasi Raya Tbk.,https://s3.goapi.id/logo/IDPR.jpg
360,IFII,PT Indonesia Fibreboard Industry Tbk,https://s3.goapi.id/logo/IFII.jpg
361,IFSH,PT Ifishdeco Tbk.,https://s3.goapi.id/logo/IFSH.jpg
362,IGAR,Champion Pacific Indonesia Tbk,https://s3.goapi.id/logo/IGAR.jpg
363,IIKP,Inti Agri Resources Tbk,https://s3.goapi.id/logo/IIKP.jpg
364,IKAI,Intikeramik Alamasri Industri Tbk,https://s3.goapi.id/logo/IKAI.jpg
365,IKAN,PT Era Mandiri Cemerlang Tbk,https://s3.goapi.id/logo/IKAN.jpg
366,IKBI,Sumi Indo Kabel Tbk,https://s3.goapi.id/logo/IKBI.jpg
367,IMAS,Indomobil Sukses Internasional Tbk,https://s3.goapi.id/logo/IMAS.jpg
368,IMJS,PT Indomobil Multi Jasa Tbk.,https://s3.goapi.id/logo/IMJS.jpg
369,IMPC,PT Impack Pratama Industri Tbk,https://s3.goapi.id/logo/IMPC.jpg
370,INAF,Indofarma Tbk.,https://s3.goapi.id/logo/INAF.jpg
371,INAI,Indal Aluminium Industry Tbk,https://s3.goapi.id/logo/INAI.jpg
372,INCF,PT Indo Komoditi Korpora Tbk,https://s3.goapi.id/logo/INCF.jpg
373,INCI,Intanwijaya Internasional Tbk,https://s3.goapi.id/logo/INCI.jpg
374,INCO,Vale Indonesia Tbk,https://s3.goapi.id/logo/INCO.jpg
375,INDF,Indofood Sukses Makmur Tbk,https://s3.goapi.id/logo/INDF.jpg
376,INDO,PT Royalindo Investa Wijaya Tbk,https://s3.goapi.id/logo/INDO.jpg
377,INDR,Indorama Synthetics Tbk,https://s3.goapi.id/logo/INDR.jpg
378,INDS,Indospring Tbk,https://s3.goapi.id/logo/INDS.jpg
379,INDX,Tanah Laut Tbk,https://s3.goapi.id/logo/INDX.jpg
380,INDY,Indika Energy Tbk,https://s3.goapi.id/logo/INDY.jpg
381,INKP,Indah Kiat Pulp & Paper Tbk,https://s3.goapi.id/logo/INKP.jpg
382,INOV,PT Inocycle Technology Group Tbk.,https://s3.goapi.id/logo/INOV.jpg
383,INPC,Bank Artha Graha Internasional Tbk,https://s3.goapi.id/logo/INPC.jpg
384,INPP,Indonesian Paradise Property Tbk,https://s3.goapi.id/logo/INPP.jpg
385,INPS,PT Indah Prakasa Sentosa Tbk.,https://s3.goapi.id/logo/INPS.jpg
386,INRU,Toba Pulp Lestari Tbk,https://s3.goapi.id/logo/INRU.jpg
387,INSA,PT Intinusa Selareksa Tbk,https://s3.goapi.id/logo/INSA.jpg
388,INTA,Intraco Penta Tbk,https://s3.goapi.id/logo/INTA.jpg
389,INTD,Inter-Delta Tbk,https://s3.goapi.id/logo/INTD.jpg
390,INTP,Indocement Tunggal Prakarsa Tbk,https://s3.goapi.id/logo/INTP.jpg
391,IPAC,PT Era Graharealty Tbk,https://s3.goapi.id/logo/IPAC.jpg
392,IPCC,PT Indonesia Kendaraan Terminal Tbk.,https://s3.goapi.id/logo/IPCC.jpg
393,IPCM,PT Jasa Armada Indonesia Tbk.,https://s3.goapi.id/logo/IPCM.jpg
394,IPOL,Indopoly Swakarsa Industry Tbk,https://s3.goapi.id/logo/IPOL.jpg
395,IPPE,PT Indo Pureco Pratama Tbk,https://s3.goapi.id/logo/IPPE.jpg
396,IPTV,PT MNC Vision Networks Tbk.,https://s3.goapi.id/logo/IPTV.jpg
397,IRRA,PT Itama Ranoraya Tbk.,https://s3.goapi.id/logo/IRRA.jpg
398,IRSX,PT Aviana Sinar Abadi Tbk,https://s3.goapi.id/logo/IRSX.jpg
399,ISAP,PT Isra Presisi Indonesia Tbk,https://s3.goapi.id/logo/ISAP.jpg
400,ISAT,PT Indosat Tbk,https://s3.goapi.id/logo/ISAT.jpg
401,ISSP,PT Steel Pipe Industry of Indonesia Tbk,https://s3.goapi.id/logo/ISSP.jpg
402,ITIC,PT Indonesian Tobacco Tbk.,https://s3.goapi.id/logo/ITIC.jpg
403,ITMA,SUMBER ENERGI ANDALAN Tbk,https://s3.goapi.id/logo/ITMA.jpg
404,ITMG,Indo Tambangraya Megah Tbk,https://s3.goapi.id/logo/ITMG.jpg
405,ITTG,Leo Investments Tbk,https://s3.goapi.id/logo/ITTG.jpg
406,JARR,PT Jhonlin Agro Raya Tbk,https://s3.goapi.id/logo/JARR.jpg
407,JAST,PT Jasnita Telekomindo Tbk. ,https://s3.goapi.id/logo/JAST.jpg
408,JAWA,Jaya Agra Wattie Tbk,https://s3.goapi.id/logo/JAWA.jpg
409,JAYA,PT Armada Berjaya Trans Tbk.,https://s3.goapi.id/logo/JAYA.jpg
410,JECC,Jembo Cable Company Tbk,https://s3.goapi.id/logo/JECC.jpg
411,JGLE,PT Graha Andrasentra Propertindo Tbk.,https://s3.goapi.id/logo/JGLE.jpg
412,JIHD,Jakarta International Hotels & Development Tbk,https://s3.goapi.id/logo/JIHD.jpg
413,JKON,Jaya Konstruksi Manggala Pratama Tbk,https://s3.goapi.id/logo/JKON.jpg
414,JKSW,Jakarta Kyoei Steel Works Tbk,https://s3.goapi.id/logo/JKSW.jpg
415,JMAS,PT Asuransi Jiwa Syariah Jasa Mitra Abadi Tbk,https://s3.goapi.id/logo/JMAS.jpg
416,JPFA,JAPFA Comfeed Indonesia Tbk,https://s3.goapi.id/logo/JPFA.jpg
417,JRPT,Jaya Real Property Tbk,https://s3.goapi.id/logo/JRPT.jpg
418,JSKY,PT Sky Energy Indonesia Tbk.,https://s3.goapi.id/logo/JSKY.jpg
419,JSMR,PT Jasa Marga Tbk,https://s3.goapi.id/logo/JSMR.jpg
420,JSPT,Jakarta Setiabudi Internasional Tbk,https://s3.goapi.id/logo/JSPT.jpg
421,JTPE,Jasuindo Tiga Perkasa Tbk,https://s3.goapi.id/logo/JTPE.jpg
422,KAEF,Kimia Farma Tbk.,https://s3.goapi.id/logo/KAEF.jpg
423,KARW,ICTSI JASA PRIMA Tbk,https://s3.goapi.id/logo/KARW.jpg
424,KAYU,PT Darmi Bersaudara Tbk.,https://s3.goapi.id/logo/KAYU.jpg
425,KBAG,PT Karya Bersama Anugerah Tbk,https://s3.goapi.id/logo/KBAG.jpg
426,KBLI,KMI Wire and Cable Tbk,https://s3.goapi.id/logo/KBLI.jpg
427,KBLM,Kabelindo Murni Tbk,https://s3.goapi.id/logo/KBLM.jpg
428,KBLV,First Media Tbk,https://s3.goapi.id/logo/KBLV.jpg
429,KBRI,Kertas Basuki Rachmat Indonesia Tbk,https://s3.goapi.id/logo/KBRI.jpg
430,KDSI,Kedawung Setia Industrial Tbk,https://s3.goapi.id/logo/KDSI.jpg
431,KDTN,PT Puri Sentul Permai Tbk,https://s3.goapi.id/logo/KDTN.jpg
432,KEEN,PT Kencana Energi Lestari Tbk. ,https://s3.goapi.id/logo/KEEN.jpg
433,KEJU,PT Mulia Boga Raya Tbk,https://s3.goapi.id/logo/KEJU.jpg
434,KETR,PT Ketrosden Triasmitra Tbk,https://s3.goapi.id/logo/KETR.jpg
435,KIAS,Keramika Indonesia Assosiasi Tbk,https://s3.goapi.id/logo/KIAS.jpg
436,KICI,Kedaung Indah Can Tbk,https://s3.goapi.id/logo/KICI.jpg
437,KIJA,Kawasan Industri Jababeka Tbk,https://s3.goapi.id/logo/KIJA.jpg
438,KING,PT Hoffmen Cleanindo Tbk,https://s3.goapi.id/logo/KING.jpg
439,KINO,PT Kino Indonesia Tbk,https://s3.goapi.id/logo/KINO.jpg
440,KIOS,PT Kioson Komersial Indonesia Tbk.,https://s3.goapi.id/logo/KIOS.jpg
441,KJEN,PT Krida Jaringan Nusantara Tbk.,https://s3.goapi.id/logo/KJEN.jpg
442,KKES,PT Kusuma Kemindo Sentosa Tbk,https://s3.goapi.id/logo/KKES.jpg
443,KKGI,Resource Alam Indonesia Tbk,https://s3.goapi.id/logo/KKGI.jpg
444,KLBF,Kalbe Farma Tbk,https://s3.goapi.id/logo/KLBF.jpg
445,KLIN,PT Klinko Karya Imaji Tbk,https://s3.goapi.id/logo/KLIN.jpg
446,KMDS,PT Kurniamitra Duta Sentosa Tbk.,https://s3.goapi.id/logo/KMDS.jpg
447,KMTR,PT Kirana Megatara Tbk.,https://s3.goapi.id/logo/KMTR.jpg
448,KOBX,Kobexindo Tractors Tbk,https://s3.goapi.id/logo/KOBX.jpg
449,KOIN,Kokoh Inti Arebama Tbk,https://s3.goapi.id/logo/KOIN.jpg
450,KONI,Perdana Bangun Pusaka Tbk,https://s3.goapi.id/logo/KONI.jpg
451,KOPI,PT Mitra Energi Persada Tbk,https://s3.goapi.id/logo/KOPI.jpg
452,KOTA,PT DMS Propertindo Tbk.,https://s3.goapi.id/logo/KOTA.jpg
453,KPAL,PT Steadfast Marine Tbk,https://s3.goapi.id/logo/KPAL.jpg
454,KPAS,PT Cottonindo Ariesta Tbk.,https://s3.goapi.id/logo/KPAS.jpg
455,KPIG,MNC Land Tbk,https://s3.goapi.id/logo/KPIG.jpg
456,KRAH,PT Grand Kartech Tbk,https://s3.goapi.id/logo/KRAH.jpg
457,KRAS,Krakatau Steel (Persero) Tbk,https://s3.goapi.id/logo/KRAS.jpg
458,KREN,PT Kresna Graha Investama Tbk.,https://s3.goapi.id/logo/KREN.jpg
459,KRYA,PT Bangun Karya Perkasa Jaya Tbk,https://s3.goapi.id/logo/KRYA.jpg
460,KUAS,PT Ace Oldfields Tbk,https://s3.goapi.id/logo/KUAS.jpg
461,LABA,PT Ladangbaja Murni Tbk,https://s3.goapi.id/logo/LABA.jpg
462,LAJU,PT Jasa Berdikari Logistics Tbk,https://s3.goapi.id/logo/LAJU.jpg
463,LAND,PT Trimitra Propertindo Tbk.,https://s3.goapi.id/logo/LAND.jpg
464,LAPD,Leyand International Tbk,https://s3.goapi.id/logo/LAPD.jpg
465,LCGP,PT Eureka Prima Jakarta Tbk.,https://s3.goapi.id/logo/LCGP.jpg
466,LCKM,PT LCK Global Kedaton Tbk,https://s3.goapi.id/logo/LCKM.jpg
467,LEAD,PT Logindo Samudramakmur Tbk.,https://s3.goapi.id/logo/LEAD.jpg
468,LFLO,PT Imago Mulia Persada Tbk,https://s3.goapi.id/logo/LFLO.jpg
469,LIFE,PT Asuransi Jiwa Sinarmas MSIG Tbk.,https://s3.goapi.id/logo/LIFE.jpg
470,LINK,PT Link Net Tbk.,https://s3.goapi.id/logo/LINK.jpg
471,LION,Lion Metal Works Tbk,https://s3.goapi.id/logo/LION.jpg
472,LMAS,Limas Indonesia Makmur Tbk,https://s3.goapi.id/logo/LMAS.jpg
473,LMPI,Langgeng Makmur Industri Tbk,https://s3.goapi.id/logo/LMPI.jpg
474,LMSH,Lionmesh Prima Tbk,https://s3.goapi.id/logo/LMSH.jpg
475,LPCK,Lippo Cikarang Tbk,https://s3.goapi.id/logo/LPCK.jpg
476,LPGI,Lippo General Insurance Tbk,https://s3.goapi.id/logo/LPGI.jpg
477,LPIN,Multi Prima Sejahtera Tbk,https://s3.goapi.id/logo/LPIN.jpg
478,LPKR,Lippo Karawaci Tbk,https://s3.goapi.id/logo/LPKR.jpg
479,LPLI,Star Pacific Tbk,https://s3.goapi.id/logo/LPLI.jpg
480,LPPF,Matahari Department Store Tbk,https://s3.goapi.id/logo/LPPF.jpg
481,LPPS,PT Lenox Pasifik Investama Tbk,https://s3.goapi.id/logo/LPPS.jpg
482,LRNA,PT Eka Sari Lorena Transport Tbk.,https://s3.goapi.id/logo/LRNA.jpg
483,LSIP,PP London Sumatra Indonesia Tbk,https://s3.goapi.id/logo/LSIP.jpg
484,LTLS,PT Lautan Luas Tbk,https://s3.goapi.id/logo/LTLS.jpg
485,LUCK,PT Sentral Mitra Informatika Tbk.,https://s3.goapi.id/logo/LUCK.jpg
486,LUCY,PT Lima Dua Lima Tiga Tbk,https://s3.goapi.id/logo/LUCY.jpg
487,MABA,PT Marga Abhinaya Abadi Tbk,https://s3.goapi.id/logo/MABA.jpg
488,MAGP,Multi Agro Gemilang Plantation Tbk,https://s3.goapi.id/logo/MAGP.jpg
489,MAIN,Malindo Feedmill Tbk,https://s3.goapi.id/logo/MAIN.jpg
490,MAMI,Mas Murni Indonesia Tbk,https://s3.goapi.id/logo/MAMI.jpg
491,MAPA,PT MAP Aktif Adiperkasa Tbk.,https://s3.goapi.id/logo/MAPA.jpg
492,MAPB,PT MAP Boga Adiperkasa Tbk.,https://s3.goapi.id/logo/MAPB.jpg
493,MAPI,Mitra Adiperkasa Tbk,https://s3.goapi.id/logo/MAPI.jpg
494,MARI,PT Mahaka Radio Integra Tbk.,https://s3.goapi.id/logo/MARI.jpg
495,MARK,PT Mark Dynamics Indonesia Tbk.,https://s3.goapi.id/logo/MARK.jpg
496,MASA,Multistrada Arah Sarana Tbk,https://s3.goapi.id/logo/MASA.jpg
497,MASB,PT Bank Multiarta Sentosa Tbk,https://s3.goapi.id/logo/MASB.jpg
498,MAYA,PT Bank Mayapada Internasional Tbk,https://s3.goapi.id/logo/MAYA.jpg
499,MBAP,PT Mitrabara Adiperdana Tbk,https://s3.goapi.id/logo/MBAP.jpg
500,MBSS,Mitrabahtera Segara Sejati Tbk,https://s3.goapi.id/logo/MBSS.jpg
501,MBTO,Martina Berto Tbk,https://s3.goapi.id/logo/MBTO.jpg
502,MCAS,PT M Cash Integrasi Tbk,https://s3.goapi.id/logo/MCAS.jpg
503,MCOL,PT Prima Andalan Mandiri Tbk,https://s3.goapi.id/logo/MCOL.jpg
504,MCOR,PT Bank China Construction Bank Indonesia Tbk,https://s3.goapi.id/logo/MCOR.jpg
505,MDIA,PT Intermedia Capital Tbk.,https://s3.goapi.id/logo/MDIA.jpg
506,MDKA,PT Merdeka Copper Gold Tbk.,https://s3.goapi.id/logo/MDKA.jpg
507,MDKI,PT Emdeki Utama Tbk,https://s3.goapi.id/logo/MDKI.jpg
508,MDLN,PT Modernland Realty Tbk.,https://s3.goapi.id/logo/MDLN.jpg
509,MDRN,Modern Internasional Tbk,https://s3.goapi.id/logo/MDRN.jpg
510,MEDC,PT Medco Energi Internasional Tbk,https://s3.goapi.id/logo/MEDC.jpg
511,MEDS,PT Hetzer Medical Indonesia Tbk,https://s3.goapi.id/logo/MEDS.jpg
512,MEGA,Bank Mega Tbk,https://s3.goapi.id/logo/MEGA.jpg
513,MERK,Merck Tbk,https://s3.goapi.id/logo/MERK.jpg
514,META,Nusantara Infrastructure Tbk,https://s3.goapi.id/logo/META.jpg
515,MFIN,PT Mandala Multifinance Tbk.,https://s3.goapi.id/logo/MFIN.jpg
516,MFMI,Multifiling Mitra Indonesia Tbk,https://s3.goapi.id/logo/MFMI.jpg
517,MGLV,PT Panca Anugrah Wisesa Tbk,https://s3.goapi.id/logo/MGLV.jpg
518,MGNA,PT Magna Investama Mandiri Tbk,https://s3.goapi.id/logo/MGNA.jpg
519,MGRO,PT Mahkota Group Tbk.,https://s3.goapi.id/logo/MGRO.jpg
520,MICE,Multi Indocitra Tbk,https://s3.goapi.id/logo/MICE.jpg
521,MIDI,Midi Utama Indonesia Tbk,https://s3.goapi.id/logo/MIDI.jpg
522,MIKA,PT Mitra Keluarga Karyasehat Tbk.,https://s3.goapi.id/logo/MIKA.jpg
523,MINA,PT Sanurhasta Mitra Tbk.,https://s3.goapi.id/logo/MINA.jpg
524,MIRA,Mitra International Resources Tbk,https://s3.goapi.id/logo/MIRA.jpg
525,MITI,Mitra Investindo Tbk,https://s3.goapi.id/logo/MITI.jpg
526,MKNT,PT Mitra Komunikasi Nusantara Tbk.,https://s3.goapi.id/logo/MKNT.jpg
527,MKPI,Metropolitan Kentjana Tbk,https://s3.goapi.id/logo/MKPI.jpg
528,MKTR,PT Menthobi Karyatama Raya Tbk,https://s3.goapi.id/logo/MKTR.jpg
529,MLBI,Multi Bintang Indonesia Tbk,https://s3.goapi.id/logo/MLBI.jpg
530,MLIA,Mulia Industrindo Tbk,https://s3.goapi.id/logo/MLIA.jpg
531,MLPL,Multipolar Tbk,https://s3.goapi.id/logo/MLPL.jpg
532,MLPT,PT Multipolar Technology Tbk.,https://s3.goapi.id/logo/MLPT.jpg
533,MMIX,PT Multi Medika Internasional Tbk,https://s3.goapi.id/logo/MMIX.jpg
534,MMLP,PT Mega Manunggal Property Tbk.,https://s3.goapi.id/logo/MMLP.jpg
535,MNCN,Media Nusantara Citra Tbk,https://s3.goapi.id/logo/MNCN.jpg
536,MOLI,PT Madusari Murni Indah Tbk.,https://s3.goapi.id/logo/MOLI.jpg
537,MORA,PT Mora Telematika Indonesia Tbk,https://s3.goapi.id/logo/MORA.jpg
538,MPMX,PT Mitra Pinasthika Mustika Tbk.,https://s3.goapi.id/logo/MPMX.jpg
539,MPOW,PT Megapower Makmur Tbk.,https://s3.goapi.id/logo/MPOW.jpg
540,MPPA,Matahari Putra Prima Tbk,https://s3.goapi.id/logo/MPPA.jpg
541,MPRO,PT Maha Properti Indonesia Tbk.,https://s3.goapi.id/logo/MPRO.jpg
542,MRAT,Mustika Ratu Tbk,https://s3.goapi.id/logo/MRAT.jpg
543,MREI,Maskapai Reasuransi Indonesia Tbk,https://s3.goapi.id/logo/MREI.jpg
544,MSIN,PT MNC Digital Entertainment Tbk,https://s3.goapi.id/logo/MSIN.jpg
545,MSKY,MNC Sky Vision Tbk,https://s3.goapi.id/logo/MSKY.jpg
546,MTDL,Metrodata Electronics Tbk,https://s3.goapi.id/logo/MTDL.jpg
547,MTEL,PT Dayamitra Telekomunikasi Tbk,https://s3.goapi.id/logo/MTEL.jpg
548,MTFN,Capitalinc Investment Tbk,https://s3.goapi.id/logo/MTFN.jpg
549,MTLA,Metropolitan Land Tbk,https://s3.goapi.id/logo/MTLA.jpg
550,MTMH,PT Murni Sadar Tbk,https://s3.goapi.id/logo/MTMH.jpg
551,MTPS,PT Meta Epsi Tbk.,https://s3.goapi.id/logo/MTPS.jpg
552,MTRA,PT Mitra Pemuda Tbk.,https://s3.goapi.id/logo/MTRA.jpg
553,MTSM,Metro Realty Tbk,https://s3.goapi.id/logo/MTSM.jpg
554,MTWI,PT Malacca Trust Wuwungan Insurance Tbk.,https://s3.goapi.id/logo/MTWI.jpg
555,MYOH,Samindo Resources Tbk,https://s3.goapi.id/logo/MYOH.jpg
556,MYOR,Mayora Indah Tbk,https://s3.goapi.id/logo/MYOR.jpg
557,MYRX,Hanson International Tbk,https://s3.goapi.id/logo/MYRX.jpg
558,MYTX,PT Asia Pacific Investama Tbk.,https://s3.goapi.id/logo/MYTX.jpg
559,NANO,PT Nanotech Indonesia Global Tbk,https://s3.goapi.id/logo/NANO.jpg
560,NASA,PT Andalan Perkasa Abadi Tbk,https://s3.goapi.id/logo/NASA.jpg
561,NASI,PT Wahana Inti Makmur Tbk,https://s3.goapi.id/logo/NASI.jpg
562,NATO,PT Surya Permata Andalan Tbk,https://s3.goapi.id/logo/NATO.jpg
563,NAYZ,PT Hassana Boga Sejahtera Tbk,https://s3.goapi.id/logo/NAYZ.jpg
564,NELY,Pelayaran Nelly Dwi Putri Tbk,https://s3.goapi.id/logo/NELY.jpg
565,NETV,PT Net Visi Media Tbk,https://s3.goapi.id/logo/NETV.jpg
566,NFCX,PT NFC Indonesia Tbk,https://s3.goapi.id/logo/NFCX.jpg
567,NICK,PT Charnic Capital Tbk.,https://s3.goapi.id/logo/NICK.jpg
568,NICL,PT PAM Mineral Tbk,https://s3.goapi.id/logo/NICL.jpg
569,NIKL,Pelat Timah Nusantara Tbk,https://s3.goapi.id/logo/NIKL.jpg
570,NINE,PT Techno9 Indonesia Tbk,https://s3.goapi.id/logo/NINE.jpg
571,NIPS,Nipress Tbk,https://s3.goapi.id/logo/NIPS.jpg
572,NIRO,City Retail Developments Tbk,https://s3.goapi.id/logo/NIRO.jpg
573,NISP,PT Bank OCBC NISP Tbk,https://s3.goapi.id/logo/NISP.jpg
574,NOBU,PT Bank Nationalnobu Tbk.,https://s3.goapi.id/logo/NOBU.jpg
575,NPGF,PT Nusa Palapa Gemilang Tbk,https://s3.goapi.id/logo/NPGF.jpg
576,NRCA,PT Nusa Raya Cipta Tbk.,https://s3.goapi.id/logo/NRCA.jpg
577,NSSS,PT Nusantara Sawit Sejahtera Tbk,https://s3.goapi.id/logo/NSSS.jpg
578,NTBK,PT Nusatama Berkah Tbk,https://s3.goapi.id/logo/NTBK.jpg
579,NUSA,PT Sinergi Megah Internusa Tbk,https://s3.goapi.id/logo/NUSA.jpg
580,NZIA,"PT Nusantara Almazia, Tbk.",https://s3.goapi.id/logo/NZIA.jpg
581,OASA,PT Protech Mitra Perkasa Tbk,https://s3.goapi.id/logo/OASA.jpg
582,OBMD,PT OBM Drilchem Tbk,https://s3.goapi.id/logo/OBMD.jpg
583,OCAP,ONIX CAPITAL Tbk,https://s3.goapi.id/logo/OCAP.jpg
584,OILS,PT Indo Oil Perkasa Tbk,https://s3.goapi.id/logo/OILS.jpg
585,OKAS,Ancora Indonesia Resources Tbk,https://s3.goapi.id/logo/OKAS.jpg
586,OLIV,PT Oscar Mitra Sukses Sejahtera Tbk,https://s3.goapi.id/logo/OLIV.jpg
587,OMED,PT Jayamas Medica Industri Tbk,https://s3.goapi.id/logo/OMED.jpg
588,OMRE,Indonesia Prima Property Tbk,https://s3.goapi.id/logo/OMRE.jpg
589,OPMS,PT Optima Prima Metal Sinergi Tbk.,https://s3.goapi.id/logo/OPMS.jpg
590,PACK,PT Solusi Kemasan Digital Tbk,https://s3.goapi.id/logo/PACK.jpg
591,PADA,PT Personel Alih Daya Tbk,https://s3.goapi.id/logo/PADA.jpg
592,PADI,Minna Padi Investama Sekuritas Tbk,https://s3.goapi.id/logo/PADI.jpg
593,PALM,Provident Agro Tbk,https://s3.goapi.id/logo/PALM.jpg
594,PAMG,PT Bima Sakti Pertiwi Tbk,https://s3.goapi.id/logo/PAMG.jpg
